DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.4.b.3.I01.D01,5,"The therapist provides specific feedback to the patient, highlighting successes and offering strategies for overcoming challenges.",Feedback_Verification,Cognitive,1,Human_Bound,0.7055,0.2881,0.0053,0.0011,0.7055
4.A.4.b.3.I01.D01,6,The therapist and patient collaboratively discuss strategies for practicing the skill at home and incorporating it into daily routines.,Intent_Communication,Cognitive,1,Human_Bound,0.9383,0.0321,0.006,0.0237,0.9383
4.A.1.a.1.I16.D03,1,Review existing literature on the target ecosystem and relevant processes.,Intent_Communication,Cognitive,13,LLM,0.9265,0.9265,0.0038,0.0154,0.0542
4.A.1.a.1.I16.D03,2,Define specific research questions and hypotheses.,Intent_Communication,Cognitive,17,LLM,0.9395,0.9395,0.0128,0.0007,0.047
4.A.1.a.1.I16.D03,3,"Plan the research methodology, including sampling locations, equipment, and data analysis techniques.",Intent_Communication,Cognitive,17,LLM,0.9968,0.9968,0.0018,0.0005,0.0009
4.A.1.a.1.I16.D03,4,Travel to the research site and set up necessary equipment.,Navigation_Addressing,Physical,-1,LLM,0.6853,0.6853,0.1223,0.1705,0.022
4.A.1.a.1.I16.D03,5,"Collect environmental samples (soil, water, organisms) according to the research plan.",Perception_Diagnosis,Physical,19,LLM,0.9908,0.9908,0.0014,0.0051,0.0026
4.A.1.a.1.I16.D03,6,Conduct on-site observations and record relevant environmental parameters.,Perception_Diagnosis,Cognitive & Physical,19,LLM,0.6678,0.6678,0.3236,0.0028,0.0058
4.A.1.a.1.I16.D03,7,Transport samples to the laboratory and prepare them for analysis.,Navigation_Addressing,Physical,6,LLM,0.7285,0.7285,0.0869,0.1468,0.0378
4.A.1.a.1.I16.D03,8,Analyze samples and data using appropriate techniques.,Manipulation_Execution,Cognitive & Physical,17,LLM,0.976,0.976,0.0212,0.0005,0.0024
4.A.1.a.1.I16.D03,9,Compare findings with existing literature and draw conclusions.,Feedback_Verification,Cognitive,17,LLM,0.8492,0.8492,0.0239,0.0002,0.1267
4.A.1.a.1.I16.D03,10,"Communicate research findings through reports, presentations, or publications.",Feedback_Verification,Cognitive & Physical,-1,LLM,0.8354,0.8354,0.0024,0.0036,0.1587
4.A.4.c.1.I01.D05,1,Greet the student and verify their identity using provided documents.,Intent_Communication,Cognitive,23,Human_Bound,0.5604,0.3008,0.0247,0.114,0.5604
4.A.4.c.1.I01.D05,2,Access the student information system using secure credentials.,Navigation_Addressing,Physical,15,LLM,0.6334,0.6334,0.0291,0.0379,0.2996
4.A.4.c.1.I01.D05,3,Locate the student's record within the system.,Navigation_Addressing,Cognitive,-1,LLM,0.7435,0.7435,0.0911,0.0309,0.1345
4.A.4.c.1.I01.D05,4,Review and confirm the student's personal and academic information.,Perception_Diagnosis,Cognitive,23,Human_Bound,0.575,0.4109,0.0116,0.0025,0.575
4.A.4.c.1.I01.D05,5,"Input the student's course selections, checking for prerequisites and scheduling conflicts.",Manipulation_Execution,Cognitive,23,LLM,0.8687,0.8687,0.0066,0.0085,0.1162
4.A.4.c.1.I01.D05,6,"Finalize the enrollment process within the system, updating the student's status.",Manipulation_Execution,Physical,23,LLM,0.5113,0.5113,0.0031,0.0117,0.4739
4.A.4.c.1.I01.D05,7,Generate and provide the student with a confirmation document outlining their enrollment details.,Feedback_Verification,Physical,23,LLM,0.6261,0.6261,0.0028,0.0178,0.3533
4.A.3.a.2.I17.D03,1,"Review patient-specific design specifications, medical records, and surgical notes to understand the requirements for the medical device.",Intent_Communication,Cognitive,1,LLM,0.5294,0.5294,0.244,0.0041,0.2225
4.A.3.a.2.I17.D03,2,Select appropriate materials based on the patient's needs and the device's function.,Navigation_Addressing,Cognitive,1,Human_Bound,0.4057,0.2517,0.3047,0.0379,0.4057
4.A.3.a.2.I17.D03,3,"Utilize CAD software to design the medical device, incorporating patient-specific measurements and design specifications.",Manipulation_Execution,Cognitive,1,LLM,0.6279,0.6279,0.2568,0.0345,0.0808
4.A.3.a.2.I17.D03,4,"Manufacture the device components using appropriate fabrication techniques (e.g., 3D printing, CNC machining, injection molding).",Manipulation_Execution,Physical,27,Embodied,0.5958,0.2718,0.1227,0.5958,0.0098
4.A.3.a.2.I17.D03,5,"Assemble the device components according to the design specifications, ensuring proper alignment and secure fastening.",Manipulation_Execution,Physical,26,Embodied,0.6166,0.1092,0.2683,0.6166,0.0059
4.A.3.a.2.I17.D03,6,Conduct functional testing of the assembled device using specialized equipment and simulators.,Feedback_Verification,Physical,34,Multimodal_Perception,0.9769,0.0198,0.9769,0.0028,0.0004
4.A.3.a.2.I17.D03,7,"Perform quality control checks, including visual inspection and dimensional verification, to ensure the device meets all specifications.",Feedback_Verification,Physical,-1,Multimodal_Perception,0.7816,0.2099,0.7816,0.0052,0.0033
4.A.3.a.2.I17.D03,8,Sterilize the device using appropriate methods to ensure its safety for use.,Feedback_Verification,Physical,8,Embodied,0.5389,0.0606,0.3386,0.5389,0.0619
4.A.3.a.2.I17.D03,9,"Package the device securely for transport and delivery, including labeling with relevant information.",Navigation_Addressing,Physical,28,Embodied,0.4911,0.3166,0.0276,0.4911,0.1647
4.A.2.a.4.I12.D01,1,"Access the plant's database and retrieve operational data for the relevant equipment, filtering for a specified time period (e.g., past year).",Navigation_Addressing,Cognitive,-1,LLM,0.9489,0.9489,0.0488,0.0011,0.0012
4.A.2.a.4.I12.D01,2,"Clean and preprocess the data to remove noise, inconsistencies, and irrelevant information.",Perception_Diagnosis,Cognitive,16,LLM,0.8814,0.8814,0.0874,0.0192,0.012
4.A.2.a.4.I12.D01,3,Identify and isolate records indicating equipment failures.,Perception_Diagnosis,Cognitive,25,Multimodal_Perception,0.9251,0.0731,0.9251,0.0011,0.0008
4.A.2.a.4.I12.D01,4,Categorize failures by type and calculate their frequency.,Perception_Diagnosis,Cognitive,25,LLM,0.6577,0.6577,0.3397,0.0009,0.0018
4.A.2.a.4.I12.D01,5,"Apply statistical methods to quantify the impact of each failure type (e.g., downtime, repair costs).",Manipulation_Execution,Cognitive,25,LLM,0.9401,0.9401,0.0588,0.0003,0.0009
4.A.2.a.4.I12.D01,6,"Generate visual representations (e.g., graphs, charts) to illustrate failure patterns and trends.",Manipulation_Execution,Cognitive,17,LLM,0.9708,0.9708,0.0282,0.0003,0.0007
4.A.2.a.4.I12.D01,7,"Summarize the findings in a comprehensive report, including recommendations for mitigating future failures.",Feedback_Verification,Cognitive,17,LLM,0.9698,0.9698,0.0167,0.0002,0.0134
4.A.2.a.4.I10.D04,1,Retrieve the patient's laboratory results from the laboratory information system.,Navigation_Addressing,Physical,1,Human_Bound,0.7155,0.1913,0.0864,0.0068,0.7155
4.A.2.a.4.I10.D04,2,"Review relevant test values (e.g., hemoglobin, red blood cell count, MCV, MCHC) and compare them to the reference ranges for the patient's demographics.",Perception_Diagnosis,Cognitive,1,LLM,0.4459,0.4459,0.2151,0.0009,0.338
4.A.2.a.4.I10.D04,3,Identify any values that fall outside the normal range or exhibit significant deviations.,Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.8817,0.1056,0.8817,0.0039,0.0088
4.A.2.a.4.I10.D04,4,Synthesize the findings to determine if the patient meets the criteria for any specific conditions or requires further investigation.,Perception_Diagnosis,Cognitive,1,LLM,0.7494,0.7494,0.0583,0.0006,0.1917
4.A.2.a.4.I10.D04,5,Document the analysis and findings in the patient's electronic medical record.,Feedback_Verification,Physical,1,Human_Bound,0.5773,0.4121,0.0102,0.0004,0.5773
4.A.2.a.4.I10.D04,6,"Communicate the findings to the relevant healthcare provider (e.g., physician) through a preferred method (e.g., electronic communication, phone call).",Intent_Communication,Cognitive & Physical,1,Human_Bound,0.9862,0.0091,0.0015,0.0032,0.9862
4.A.3.b.6.I14.D06,1,Identify the relevant legal or regulatory matter and its scope.,Intent_Communication,Cognitive,14,LLM,0.5668,0.5668,0.0021,0.0007,0.4304
4.A.3.b.6.I14.D06,2,"Gather all relevant documents, regulations, and precedents.",Navigation_Addressing,Physical,-1,LLM,0.9386,0.9386,0.0005,0.0007,0.0602
4.A.3.b.6.I14.D06,3,"Analyze the gathered information to identify key points, arguments, and potential issues.",Perception_Diagnosis,Cognitive,-1,LLM,0.9876,0.9876,0.0028,1e-04,0.0096
4.A.3.b.6.I14.D06,4,Structure the information into a logical and coherent format for the documentation.,Manipulation_Execution,Cognitive,-1,LLM,0.9947,0.9947,0.001,0.0005,0.0038
4.A.3.b.6.I14.D06,5,"Draft the documentation, ensuring accuracy, completeness, and adherence to relevant formatting guidelines.",Manipulation_Execution,Cognitive,-1,LLM,0.9719,0.9719,0.0002,0.0003,0.0276
4.A.3.b.6.I14.D06,6,"Review and revise the draft for clarity, accuracy, and completeness.",Feedback_Verification,Cognitive,14,LLM,0.935,0.935,0.0015,0.0023,0.0612
4.A.3.b.6.I14.D06,7,Finalize the documentation and prepare it for submission or distribution.,Feedback_Verification,Physical,15,LLM,0.9198,0.9198,0.0009,0.0147,0.0646
4.A.2.b.5.I01.D04,1,"Review upcoming events and their specific requirements (duration, resources, attendees).",Intent_Communication,Cognitive,21,LLM,0.9945,0.9945,0.0007,0.0002,0.0046
4.A.2.b.5.I01.D04,2,Access the facility calendar system to view existing bookings and available time slots.,Navigation_Addressing,Physical,-1,LLM,0.8965,0.8965,0.0341,0.0264,0.043
4.A.2.b.5.I01.D04,3,"Identify suitable time slots for each event, considering duration, resource needs, and potential conflicts.",Perception_Diagnosis,Cognitive,-1,LLM,0.9734,0.9734,0.0011,0.0024,0.0231
4.A.2.b.5.I01.D04,4,"Tentatively schedule events in the calendar, allocating necessary resources (e.g., rooms, equipment).",Manipulation_Execution,Physical,-1,LLM,0.9501,0.9501,0.0011,0.0097,0.039
4.A.2.b.5.I01.D04,5,"Review the tentative schedule for conflicts or overlaps, adjusting as needed.",Feedback_Verification,Cognitive,31,LLM,0.8553,0.8553,0.0042,0.0031,0.1373
4.A.2.b.5.I01.D04,6,"Confirm the final schedule with event organizers, clarifying any details or requirements.",Intent_Communication,Cognitive,21,LLM,0.8044,0.8044,0.0014,0.0272,0.167
4.A.3.a.2.I07.D06,1,"Review the work order or blueprints to understand the desired shape, finish, and dimensions of the workpiece.",Intent_Communication,Cognitive,-1,Multimodal_Perception,0.4946,0.4603,0.4946,0.0395,0.0056
4.A.3.a.2.I07.D06,2,"Select appropriate tools and sandpaper grits based on the wood type, desired shape, and finish.",Navigation_Addressing,Cognitive,26,Embodied,0.95,0.0177,0.0275,0.95,0.0048
4.A.3.a.2.I07.D06,3,Secure the workpiece to a stable work surface using clamps.,Manipulation_Execution,Physical,26,Embodied,0.8048,0.0037,0.1832,0.8048,0.0083
4.A.3.a.2.I07.D06,4,"Shape the workpiece using the selected tools, following the desired design and applying even pressure.",Manipulation_Execution,Physical,26,Embodied,0.6369,0.0598,0.291,0.6369,0.0123
4.A.3.a.2.I07.D06,5,"Inspect the shaped edges and surfaces for smoothness, consistency, and adherence to the design.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9726,0.0246,0.9726,0.0024,0.0005
4.A.3.a.2.I07.D06,6,Refine the shape and smoothness using progressively finer sandpaper grits.,Manipulation_Execution,Physical,26,Embodied,0.8768,0.0059,0.1157,0.8768,0.0016
4.A.3.a.2.I07.D06,7,Conduct a final inspection to ensure the workpiece meets the required specifications.,Feedback_Verification,Cognitive,-1,LLM,0.6682,0.6682,0.2513,0.0129,0.0677
4.A.4.b.3.I05.D04,1,"Welcome participants, introduce yourself, and outline the training session's objectives and schedule.",Intent_Communication,Cognitive,23,LLM,0.9198,0.9198,0.0079,0.0132,0.059
4.A.4.b.3.I05.D04,2,"Provide a high-level overview of the software interface, highlighting key menus, toolbars, and navigation elements.",Intent_Communication,Cognitive,-1,LLM,0.9385,0.9385,0.0441,0.0044,0.013
4.A.4.b.3.I05.D04,3,"Demonstrate core functionalities using clear, concise language and visual aids.",Manipulation_Execution,Physical,-1,LLM,0.9792,0.9792,0.0094,0.0022,0.0092
4.A.4.b.3.I05.D04,4,"Guide participants through a hands-on exercise, replicating the demonstrated functionalities.",Manipulation_Execution,Physical,23,Multimodal_Perception,0.3437,0.2875,0.3437,0.2187,0.1501
4.A.4.b.3.I05.D04,5,"Circulate among participants, providing individualized assistance and answering questions.",Feedback_Verification,Cognitive,22,LLM,0.6201,0.6201,0.0028,0.0021,0.375
4.A.4.b.3.I05.D04,6,Facilitate a group discussion to address any remaining questions or issues.,Intent_Communication,Cognitive,22,Human_Bound,0.5959,0.3997,0.0017,0.0027,0.5959
4.A.4.b.3.I05.D04,7,Summarize key points and provide additional resources for further learning.,Intent_Communication,Cognitive,-1,LLM,0.9743,0.9743,0.0141,0.0023,0.0093
4.A.4.c.3.I05.D07,1,Review current inventory levels and upcoming needs based on schedules and usage rates.,Perception_Diagnosis,Cognitive,27,LLM,0.9923,0.9923,0.0064,0.0007,0.0006
4.A.4.c.3.I05.D07,2,Access the hospital's procurement system or vendor website.,Navigation_Addressing,Physical,1,LLM,0.7659,0.7659,0.0362,0.0573,0.1407
4.A.4.c.3.I05.D07,3,"Identify required items, quantities, and verify availability.",Perception_Diagnosis,Cognitive,27,LLM,0.922,0.922,0.0053,0.0658,0.0069
4.A.4.c.3.I05.D07,4,"Add selected items to the order, specifying quantities.",Manipulation_Execution,Physical,27,Embodied,0.8464,0.1312,0.0081,0.8464,0.0143
4.A.4.c.3.I05.D07,5,"Review the order summary for accuracy (items, quantities, pricing, delivery).",Feedback_Verification,Cognitive,-1,LLM,0.6899,0.6899,0.299,0.0068,0.0044
4.A.4.c.3.I05.D07,6,Submit the order and receive confirmation.,Intent_Communication,Physical,-1,Embodied,0.7286,0.1684,0.0144,0.7286,0.0885
4.A.4.c.3.I05.D07,7,"Communicate order details to relevant departments (e.g., receiving, operating room).",Intent_Communication,Cognitive,1,Human_Bound,0.5063,0.4254,0.0112,0.0571,0.5063
4.A.4.a.5.I12.D04,1,"Review the patient's medical history, dental records, and X-rays to assess the extent of the dental problem and any potential underlying conditions.",Perception_Diagnosis,Cognitive,1,Human_Bound,0.514,0.1031,0.3817,0.0012,0.514
4.A.4.a.5.I12.D04,2,"Explain the diagnosis and proposed treatment plan to the patient, addressing any concerns and obtaining informed consent.",Intent_Communication,Cognitive,1,Human_Bound,0.9956,0.0042,1e-04,0.0002,0.9956
4.A.4.a.5.I12.D04,3,"Prepare the treatment area, position the patient comfortably, and adjust the dental light for optimal visibility.",Navigation_Addressing,Physical,1,Human_Bound,0.4167,0.1275,0.1579,0.2979,0.4167
4.A.4.a.5.I12.D04,4,"Administer local anesthesia to the affected area, ensuring patient comfort throughout the procedure.",Manipulation_Execution,Physical,1,Human_Bound,0.8045,0.0254,0.0218,0.1484,0.8045
4.A.4.a.5.I12.D04,5,"Remove the decayed tooth material using a dental drill, taking care to preserve healthy tooth structure.",Manipulation_Execution,Physical,26,Embodied,0.887,0.0065,0.0704,0.887,0.036
4.A.4.a.5.I12.D04,6,"Cleanse and disinfect the prepared cavity, ensuring a sterile environment for the filling.",Manipulation_Execution,Physical,1,Human_Bound,0.3356,0.2937,0.0653,0.3054,0.3356
4.A.4.a.5.I12.D04,7,"Select and apply the appropriate filling material, shaping it to match the natural contours of the tooth.",Manipulation_Execution,Physical,26,Embodied,0.9178,0.0331,0.026,0.9178,0.0231
4.A.4.a.5.I12.D04,8,"Cure the filling material using a specialized light, ensuring proper hardening and bonding.",Manipulation_Execution,Physical,26,Embodied,0.7368,0.0136,0.2313,0.7368,0.0182
4.A.4.a.5.I12.D04,9,Check the patient's bite and make any necessary adjustments to ensure proper occlusion and comfort.,Feedback_Verification,Physical,1,Human_Bound,0.5254,0.1374,0.266,0.0712,0.5254
4.A.4.a.5.I12.D04,10,"Provide post-treatment instructions to the patient, including oral hygiene practices and follow-up care.",Intent_Communication,Cognitive,1,Human_Bound,0.8613,0.1291,0.0032,0.0064,0.8613
4.A.4.b.4.I12.D09,1,"Review order details, including delivery requirements, destination, and any special instructions.",Intent_Communication,Cognitive,28,LLM,0.8321,0.8321,0.078,0.0589,0.0309
4.A.4.b.4.I12.D09,2,Locate the shipment within the warehouse management system and verify inventory availability.,Navigation_Addressing,Cognitive,28,Embodied,0.8378,0.0679,0.0866,0.8378,0.0077
4.A.4.b.4.I12.D09,3,"Select the most suitable transportation method based on cost, time constraints, and delivery requirements.",Perception_Diagnosis,Cognitive,10,Embodied,0.6292,0.3534,0.0025,0.6292,0.0149
4.A.4.b.4.I12.D09,4,Book the chosen transportation service and confirm the pickup time with the warehouse.,Manipulation_Execution,Cognitive,28,Embodied,0.9924,0.0066,0.0006,0.9924,0.0004
